# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/rhome/cahme002/bigdata/lncRNA/annotation/gencode.v19.long_noncoding_RNAs.gtf" "-o" "/rhome/cahme002/bigdata/lncRNA/count_file/count_file.csv" "-T" "9" "-t" "exon" "-g" "gene_id" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam
ENSG00000236558.2	chr2;chr2	47713153;47715469	47714936;47715691	-;-	2007	3	1	3	3	1	0	3	0	3
ENSG00000235760.3	chr2;chr2;chr2;chr2;chr2	47754676;47754910;47755440;47756206;47762011	47754943;47754943;47755507;47756303;47762338	+;+;+;+;+	762	2	6	3	1	0	5	1	7	2
ENSG00000233230.1	chr2;chr2;chr2;chr2;chr2;chr2	48132817;48133221;48133969;48134457;48134457;48134457	48132938;48133298;48134131;48134949;48134774;48134795	+;+;+;+;+;+	856	66	100	82	83	32	76	42	54	39
ENSG00000230773.2	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	48168835;48170670;48172291;48172395;48175523;48177367;48189572;48222286;48223855;48223855;48230439;48230439;48231961;48246499;48249476;48336675;48392027;48392027;48407461;48468067	48169957;48170751;48172426;48172426;48175548;48177600;48189715;48222570;48223929;48223929;48230564;48230564;48232089;48246569;48249542;48336817;48392073;48392073;48407597;48468122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2881	5	0	7	1	0	1	0	2	1
ENSG00000272663.1	chr2	48667182	48667736	-	555	4	7	4	10	5	7	8	0	8
ENSG00000231918.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	51259739;51279495;51555527;51605233;51754740;51989227;52088587;52543370;52576463;52580012;52634116	51260154;51279592;51555627;51605311;51754798;51989312;52088626;52543438;52578424;52580100;52635055	+;+;+;+;+;+;+;+;+;+;+	3939	0	0	2	0	0	1	1	0	0
ENSG00000237374.1	chr2;chr2;chr2;chr2;chr2;chr2	51429219;51429219;51430129;51430129;51448809;51448809	51429452;51429452;51430286;51430299;51448902;51448902	-;-;-;-;-;-	499	0	0	0	0	0	0	0	4	0
ENSG00000225444.1	chr2;chr2	52600256;52616601	52600309;52617150	+;+	604	0	0	0	0	0	0	0	0	0
ENSG00000236837.1	chr2;chr2;chr2;chr2	52721826;52722903;52725741;52727682	52722000;52722974;52725923;52727890	-;-;-;-	639	0	0	0	0	0	0	0	0	0
ENSG00000228033.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	52949815;52949815;52953810;52953810;52959880;53124381;53124381;53137102;53137102	52950001;52950001;52953956;52953956;52959915;53124442;53124442;53137158;53137158	-;-;-;-;-;-;-;-;-	489	1	0	2	1	0	1	1	0	0
ENSG00000232604.1	chr2;chr2	53091373;53093519	53091454;53093769	+;+	333	0	0	0	0	0	0	0	0	0
ENSG00000272156.1	chr2;chr2	54309691;54311707	54309925;54312203	+;+	732	17	4	19	9	3	29	17	0	5
ENSG00000228108.1	chr2;chr2;chr2;chr2	54743185;54747467;54762177;54767736	54743386;54747602;54762275;54767834	-;-;-;-	536	3	0	4	0	3	1	6	0	0
ENSG00000234943.2	chr2;chr2	54772505;54773608	54772674;54773814	-;-	377	0	1	0	0	0	0	0	0	0
ENSG00000238018.1	chr2;chr2	54888148;54889693	54888512;54889929	-;-	602	77	128	87	139	38	106	88	68	90
ENSG00000231334.1	chr2;chr2	54974240;54975497	54974591;54975541	-;-	397	2	0	0	0	0	0	0	0	0
ENSG00000203327.2	chr2;chr2	55441523;55443111	55442286;55443262	-;-	916	1	6	10	9	3	9	2	2	1
ENSG00000240401.4	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	55535628;55541124;55541218;55541297;55541298;55541298;55541298;55556558;55556558;55556558;55559275;55566639;55566639;55566639;55566639;55572493	55536063;55541797;55541387;55541387;55541387;55541387;55541387;55556655;55556849;55556849;55559397;55567304;55566931;55566771;55567446;55573185	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3026	246	326	310	325	154	341	183	290	183
ENSG00000272606.1	chr2	55845044	55845508	+	465	42	48	40	54	20	41	36	19	39
ENSG00000272180.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2	56179293;56309504;56374765;56397136;56404360;56407181;56408262	56179374;56309580;56374875;56397330;56404499;56407324;56408787	+;+;+;+;+;+;+	1275	0	0	3	0	1	1	0	0	0
ENSG00000226702.1	chr2;chr2;chr2	56190326;56240744;56274357	56191017;56240846;56274461	-;-;-	900	0	0	0	0	0	0	0	0	0
ENSG00000229805.1	chr2;chr2	56304552;56317445	56305190;56317517	-;-	712	0	0	0	0	0	0	0	0	0
ENSG00000271894.1	chr2;chr2;chr2;chr2	56374765;56397136;56570014;56611401	56374875;56397330;56570090;56613306	+;+;+;+	2289	2	1	0	1	5	2	4	0	0
ENSG00000233251.3	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	56400669;56401875;56402686;56404698;56404698;56404698;56406738;56411759;56411759;56412833	56403285;56403285;56403285;56404870;56404870;56404870;56407297;56412048;56412043;56412905	-;-;-;-;-;-;-;-;-;-	3713	5	1	1	1	1	3	0	3	0
ENSG00000273063.1	chr2	58468484	58468821	+	338	1	4	0	2	0	1	7	3	0
ENSG00000225226.1	chr2;chr2;chr2	58503012;58520824;58523533	58503317;58521179;58523683	+;+;+	813	0	0	0	0	0	1	0	0	0
ENSG00000233723.3	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	58654934;58655473;58655473;58655473;58655519;58655520;58655520;58688913;58688913;58747888;58883785;58883785;58883785;58883785;58883785;58922769;59077565;59077565;59077565;59077565;59077565;59077565;59139854;59151680;59151680;59151680;59151680;59151680;59151680;59151737;59152746;59152746;59152746;59152746;59152746;59152746;59152746;59157771;59231084;59231084;59231084;59241465;59241465;59246764;59246764;59250091;59250091;59251971;59260305;59285696;59285696;59287914;59287914	58655115;58655599;58655599;58655599;58655599;58655599;58655599;58688980;58688980;58748072;58883846;58883846;58883846;58883846;58883846;58923190;59077741;59077741;59077741;59077741;59077741;59077741;59139881;59151761;59151761;59151761;59151761;59151761;59151761;59151761;59153044;59153044;59153044;59153044;59152836;59152836;59152836;59158211;59231162;59231127;59231162;59241533;59241533;59246826;59246826;59250117;59250117;59252125;59260350;59285731;59285731;59288788;59290901	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5536	2	7	9	7	6	6	5	11	6
ENSG00000222030.1	chr2;chr2;chr2	59444843;59482298;59504667	59444909;59482397;59506535	+;+;+	2036	0	0	0	0	0	2	1	0	0
ENSG00000271955.1	chr2;chr2;chr2;chr2	59445815;59739144;60054281;60327226	59445859;59739340;60054406;60327335	-;-;-;-	478	0	0	0	0	0	0	0	0	0
ENSG00000233891.3	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	59465851;59465851;59465851;59465857;59467425;59468056;59468077;59468128;59468128;59476624;59476624;59476624;59522515;59525350;59549393;59611759;59615197;59615197;59821940;59827508;59896351;59913395;59946711;59960353;59960353	59466036;59466036;59466036;59466036;59467476;59468238;59468238;59468238;59468238;59476807;59476702;59476646;59522729;59525442;59549453;59611928;59615294;59615500;59822067;59827663;59896683;59913503;59946792;59960466;59960531	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2435	1	1	6	1	4	1	1	1	1
ENSG00000231815.1	chr2;chr2;chr2	59662348;59667765;59669228	59662498;59667882;59669396	+;+;+	438	0	0	0	0	0	0	0	0	0
ENSG00000228590.1	chr2;chr2	60577730;60579861	60579443;60580151	-;-	2005	1	0	1	0	1	0	0	0	0
ENSG00000223929.1	chr2;chr2;chr2;chr2;chr2;chr2	60586351;60586855;60597044;60605637;60610079;60618441	60586983;60586983;60597172;60605755;60610171;60618510	-;-;-;-;-;-	1044	4	0	4	1	1	4	4	0	0
ENSG00000233953.1	chr2;chr2;chr2	60722821;60723692;60726791	60722897;60723737;60727099	+;+;+	432	6	1	6	0	3	3	6	0	0
ENSG00000228414.2	chr2;chr2;chr2;chr2;chr2;chr2;chr2	61052267;61071192;61074895;61083909;61083909;61108367;61108367	61052420;61071361;61076369;61084055;61084055;61108449;61108449	-;-;-;-;-;-;-	2029	1	0	1	1	0	2	3	0	0
ENSG00000267520.2	chr2	61153044	61158745	+	5702	437	328	454	355	211	482	317	315	221
ENSG00000212978.5	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	61368732;61368732;61370690;61370703;61371304;61371541;61371908;61371908;61371908;61371908	61371080;61369778;61371401;61371080;61371401;61371777;61372104;61372026;61372087;61372085	-;-;-;-;-;-;-;-;-;-	3104	415	720	364	841	205	437	380	293	586
ENSG00000271889.1	chr2;chr2;chr2;chr2;chr2;chr2	61378568;61378951;61388833;61389150;61389150;61389150	61378849;61379263;61389030;61389240;61389168;61389231	-;-;-;-;-;-	884	8	7	11	6	1	13	3	0	3
ENSG00000273302.1	chr2	61427114	61427904	+	791	6	10	3	9	6	5	1	1	5
ENSG00000270820.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	61698323;61698491;61698515;61698590;61698884;61698884;61707435;61707460;61709762;61709762;61709762;61710508;61711041	61698514;61698514;61698943;61698614;61698943;61698943;61707545;61707718;61709871;61709855;61710061;61711076;61711265	+;+;+;+;+;+;+;+;+;+;+;+;+	1963	1505	1991	1336	2265	646	1674	1047	899	1458
ENSG00000236498.1	chr2;chr2	62095567;62112850	62096000;62113217	+;+	802	2355	2130	1894	2518	1326	2042	1858	1449	1904
ENSG00000229839.2	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	62296582;62306850;62311953;62317836;62327323;62345367;62345367;62346064;62346064;62364684;62373448;62373448;62373943;62373943	62297517;62306947;62312006;62317936;62327475;62345446;62345446;62346169;62346169;62364740;62373624;62373624;62374016;62374016	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1836	10	13	17	13	23	16	12	9	9
ENSG00000228541.1	chr2;chr2	62690262;62690974	62690453;62691205	+;+	424	0	0	0	0	0	0	0	0	0
ENSG00000226622.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	62817390;62839007;62839451;62840741;62852088;62856488;62858537;62858537;62889030;62889030;62889743;62889743	62817712;62839358;62839526;62840837;62852146;62856611;62858700;62858700;62889068;62889068;62889763;62889789	-;-;-;-;-;-;-;-;-;-;-;-	1281	1	1	5	1	0	1	0	0	0
ENSG00000226605.1	chr2;chr2	63053199;63085508	63053383;63085573	-;-	251	80	147	84	109	38	105	62	51	64
ENSG00000231609.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	63271057;63272196;63272311;63272446;63273172;63273172;63273172;63273617;63273617;63273617;63273617;63274571;63275524;63275636	63272578;63272578;63272578;63272578;63273276;63273276;63273276;63273785;63273744;63273782;63273782;63274846;63275656;63275775	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2324	300	340	272	384	164	336	233	198	251
ENSG00000228079.1	chr2;chr2	64313484;64314991	64313656;64315380	-;-	563	0	1	1	2	0	1	0	0	3
ENSG00000225889.3	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	64370373;64428882;64434106;64434109;64441601;64453581;64453581;64454995;64455557;64455587;64455602;64456305;64456631;64456631;64456631;64456631;64456631;64456631;64475458;64478253;64478253;64478253;64478253;64478935;64479554	64370480;64429028;64434179;64434179;64441668;64453626;64453626;64455122;64455656;64455656;64455656;64456422;64456774;64456774;64456774;64456774;64456774;64456739;64475672;64479117;64478471;64478478;64478489;64479072;64479993	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2453	31	34	36	47	16	37	30	27	36
ENSG00000230923.1	chr2;chr2;chr2;chr2;chr2;chr2	64412212;64416151;64419490;64428362;64430127;64430424	64412876;64416266;64419592;64428492;64430222;64432619	-;-;-;-;-;-	3307	0	1	2	0	0	1	0	2	0
ENSG00000238012.1	chr2;chr2	64557620;64559159	64557801;64559265	-;-	289	0	0	0	0	0	0	0	0	0
ENSG00000238201.1	chr2;chr2	64565201;64568669	64565491;64568781	-;-	404	0	0	0	0	0	0	0	0	0
ENSG00000223935.1	chr2;chr2;chr2;chr2	64622354;64625410;64667037;64680827	64622799;64625508;64667108;64680932	-;-;-;-	723	5	2	6	6	3	4	3	0	1
ENSG00000223863.1	chr2;chr2;chr2	64713487;64715869;64727653	64713564;64715976;64728038	+;+;+	572	0	0	0	0	0	0	0	0	0
ENSG00000260101.1	chr2	64749321	64751227	-	1907	15	9	14	8	6	14	13	16	4
ENSG00000233694.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	64834109;64834495;64839900;64839900;64840312;64840312;64842388;64842388	64834315;64834554;64840219;64840219;64840424;64840424;64843616;64843133	+;+;+;+;+;+;+;+	1929	3	2	0	0	0	1	0	0	0
ENSG00000226756.1	chr2;chr2	64871746;64873559	64872098;64873832	+;+	627	6	5	6	4	4	6	5	6	4
ENSG00000234572.1	chr2;chr2;chr2;chr2;chr2	65073264;65074931;65075406;65076574;65090548	65074746;65075011;65075497;65076681;65090760	-;-;-;-;-	1977	5	0	3	0	0	5	3	0	0
ENSG00000237638.1	chr2;chr2	65128974;65132125	65131754;65132271	-;-	2928	0	0	1	1	1	1	3	7	0
ENSG00000232613.2	chr2;chr2;chr2	65257861;65258080;65264537	65257946;65258393;65264631	-;-;-	495	1	0	0	1	0	0	3	4	0
ENSG00000232693.2	chr2;chr2;chr2;chr2	65600834;65601110;65605081;65607760	65600970;65601259;65605263;65607819	-;-;-;-	530	2	0	3	0	0	0	3	0	1
ENSG00000204929.7	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	65663845;65663864;65663864;65696648;65696648;65696648;65703392;65703392;65703392;65710194;65710194;65727763;65918916;65918916;65958809;65960027;65960027;65960374;65961007;65961007;65981883;65981883;65981883;65997147;66124756;66126326;66126326;66149063;66198682;66243403;66299638;66299638;66305592;66308424;66311644;66311644	65664016;65664016;65664016;65696745;65696745;65696745;65703483;65703483;65703483;65710280;65710286;65728281;65919319;65919093;65959084;65960090;65960068;65960523;65961117;65961117;65981917;65982045;65981917;65997238;66124857;66126649;66126443;66149203;66198753;66243543;66299786;66299755;66305861;66308536;66311772;66311773	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3676	59	8	46	7	28	69	21	38	5
ENSG00000234255.4	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	65669189;65669290;65669453;65677208;65677208;65677367;65677610;65677651;65677651;65677651;65681017;65681017;65681017;65682646;65682794;65682794;65682794;65682794;65682794;65682794;65682794;65683153;65683153;65683439;65683439;65683439;65683439	65669635;65669635;65669635;65677893;65677893;65677893;65677893;65677893;65677893;65677893;65681116;65681116;65681116;65683057;65682894;65682894;65682894;65682894;65682894;65682894;65682815;65683440;65683685;65683677;65683705;65683646;65683462	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2198	2	1	2	0	2	5	1	1	0
ENSG00000235725.1	chr2;chr2;chr2;chr2	65816700;65818039;65828291;65867249	65816953;65818171;65829496;65867311	-;-;-;-	1656	0	0	3	1	6	2	4	1	0
ENSG00000272177.1	chr2;chr2	65958810;65960027	65959084;65960175	+;+	424	0	0	0	0	0	0	0	0	0
ENSG00000227293.1	chr2;chr2	66462509;66463259	66462787;66463345	-;-	366	0	0	0	0	0	0	0	0	0
ENSG00000225815.2	chr2;chr2;chr2;chr2;chr2	66554481;66554493;66554794;66554794;66555913	66554522;66554522;66555775;66555464;66556116	+;+;+;+;+	1228	0	0	2	0	0	0	0	0	0
ENSG00000241254.1	chr2;chr2;chr2	66554481;66554794;66555913	66554522;66555464;66555973	+;+;+	774	0	0	0	0	0	0	0	0	0
ENSG00000232164.1	chr2;chr2;chr2	66610438;66616531;66618045	66610481;66616627;66619582	+;+;+	1679	0	1	1	0	0	1	3	0	0
ENSG00000226819.1	chr2;chr2;chr2;chr2	66653867;66658952;66659063;66660423	66654294;66658970;66659142;66660602	-;-;-;-	707	1	0	1	2	0	2	0	1	0
ENSG00000230749.3	chr2;chr2	66666220;66667357	66666821;66667444	-;-	690	1	3	6	0	1	4	2	0	5
ENSG00000244522.2	chr2;chr2	66666575;66668630	66666821;66668968	-;-	586	0	0	0	0	0	3	3	0	0
ENSG00000232046.2	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	66801162;66892853;66902333;66902890;66917000;66918567;66918570;66918578;66918804;66918804;66918804;66918804;66918804;66922335;66922335;66922335;66924580;66924580;66940582;66940582;66942527;66957071	66801297;66892949;66902362;66902953;66917123;66918679;66918686;66918686;66918855;66918855;66918855;66918855;66918855;66922637;66922713;66922715;66924635;66924635;66940673;66940673;66942762;66957289	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1607	1	0	1	0	0	1	1	0	2
ENSG00000237179.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	66924257;66924290;66924294;66927043;66927043;66930250;66930250;66930250	66924427;66924427;66924427;66927240;66927526;66930329;66930329;66930359	-;-;-;-;-;-;-;-	765	0	0	0	0	0	0	0	0	0
ENSG00000230525.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	67131568;67148826;67160235;67162035;67172420;67172420;67185920;67198408	67131601;67148891;67160381;67162104;67172606;67172606;67186052;67198594	+;+;+;+;+;+;+;+	824	0	0	0	0	0	0	0	0	0
ENSG00000232688.1	chr2;chr2;chr2	67148642;67149297;67149434	67148824;67149354;67149589	-;-;-	397	0	0	0	0	0	0	0	0	0
ENSG00000223859.1	chr2;chr2	67267678;67269052	67268197;67269098	+;+	567	0	0	0	0	0	0	0	0	0
ENSG00000235885.3	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	67313578;67487935;67488198;67488198;67492129;67492129;67492129;67495616;67495616;67495616;67514888;67514888;67514888;67516215;67516215;67516215;67516215;67523000	67313687;67488339;67488339;67488339;67492324;67492324;67492324;67495770;67495676;67495770;67514950;67514950;67514950;67516502;67516370;67516526;67516556;67523207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1479	6	0	1	2	2	4	1	0	0
ENSG00000230906.2	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	67314145;67348944;67408120;67440540;67456531;67456531;67470411;67471444;67479760;67485045	67314300;67349002;67408355;67440627;67456627;67456627;67470493;67471706;67480020;67485098	+;+;+;+;+;+;+;+;+;+	1297	0	0	1	0	0	1	0	0	0
ENSG00000236780.1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	67350489;67351802;67353378;67353378;67373700;67375469;67391669;67402555;67404714;67404714;67430248;67430248;67432641;67432641;67442360;67442360	67351995;67351995;67353522;67353522;67373790;67375569;67391719;67402831;67405124;67404844;67430305;67430305;67432695;67432695;67442409;67442451	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2788	4	1	1	1	3	3	12	8	1
ENSG00000236605.1	chr2;chr2	67551759;67552212	67552107;67552436	+;+	574	0	0	0	0	3	0	0	0	0
ENSG00000224173.1	chr2;chr2;chr2;chr2;chr2;chr2	67789199;67792709;67793908;67795140;67797134;67800929	67789379;67792842;67794104;67795288;67797232;67801176	+;+;+;+;+;+	1008	0	0	0	0	0	0	0	0	0
ENSG00000235495.1	chr2;chr2	67792736;67911084	67792776;67911209	-;-	167	0	1	3	0	0	1	3	0	0
ENSG00000237013.1	chr2;chr2;chr2	68023186;68051006;68052621	68023730;68051111;68052694	-;-;-	725	0	2	0	0	0	0	0	0	2
ENSG00000273275.1	chr2	68406965	68407664	+	700	1793	1585	1595	1819	810	1972	1246	1116	1381
ENSG00000273064.1	chr2	68480002	68480980	+	979	9	16	10	19	8	12	2	8	16
ENSG00000203395.2	chr2;chr2	68588346;68592547	68589591;68592716	-;-	1416	0	0	0	0	0	0	3	0	0
ENSG00000237576.1	chr2;chr2;chr2;chr2	69059176;69062136;69064514;69064514	69059284;69062366;69064856;69064840	+;+;+;+	683	0	0	0	0	0	0	0	0	0
ENSG00000228329.1	chr2;chr2	69059948;69063543	69060182;69064324	-;-	1017	0	0	0	0	0	0	0	0	0
ENSG00000188971.4	chr2;chr2;chr2	69685129;69686414;69692432	69693635;69688837;69693664	-;-;-	8536	2139	1349	2363	1292	876	2695	1387	1498	797
ENSG00000231024.1	chr2;chr2	69927324;69940744	69927507;69940979	-;-	420	0	0	0	0	0	0	0	0	0
